name,min_AIC,MSE
"Kalamazoo-Portage, MI3br",218.2496855,23382.06528
"Kalamazoo-Portage, MI4br",226.6880799,31288.98931
"Kansas City, MO-KS_Overall",183.0937493,24993.27285
"Kansas City, MO-KS_Studio",166.6032281,14041.24082
"Kansas City, MO-KS1br",173.9152661,17124.09954
"Kansas City, MO-KS2br",185.4596324,24504.23542
"Kansas City, MO-KS3br",187.4295959,39525.33581
"Kansas City, MO-KS4br",205.3839475,49546.54251
"Kennewick-Richland, WA_Overall",197.537993,37592.59901
"Kennewick-Richland, WA_Studio",181.8013917,21465.64587
"Kennewick-Richland, WA1br",181.7959011,23360.99407
"Kennewick-Richland, WA2br",197.320692,35329.55114
"Kennewick-Richland, WA3br",206.374734,54364.53802
"Kennewick-Richland, WA4br",216.7699693,78599.97057
"Killeen-Temple, TX_Overall",197.3452198,26248.14898
"Killeen-Temple, TX_Studio",187.0178496,13094.28461
"Killeen-Temple, TX1br",181.3313438,11444.49064
"Killeen-Temple, TX2br",194.2682626,18969.49486
"Killeen-Temple, TX3br",205.9109358,36610.86258
"Killeen-Temple, TX4br",223.9811996,56121.94625
"Knoxville, TN_Overall",197.2903945,21953.7408
"Knoxville, TN_Studio",174.4450984,10279.47845
"Knoxville, TN1br",184.5651395,13578.76099
"Knoxville, TN2br",194.7819979,21449.37209
"Knoxville, TN3br",205.4349704,31699.96289
"Knoxville, TN4br",219.87468,45568.98502
"Lafayette, LA_Overall",175.7282863,18510.73691
"Lafayette, LA_Studio",155.5706146,8697.624467
"Lafayette, LA1br",165.9051665,12670.90662
"Lafayette, LA2br",172.3976765,17957.0944
"Lafayette, LA3br",8,1.63E+119
"Lafayette, LA4br",8,1.67E+90
"Lafayette-West Lafayette, IN_Overall",195.3114488,15753.39538
"Lafayette-West Lafayette, IN_Studio",186.6962829,8669.502756
"Lafayette-West Lafayette, IN1br",191.6453669,10822.29093
"Lafayette-West Lafayette, IN2br",201.5606451,15122.72488
"Lafayette-West Lafayette, IN3br",213.0746987,22260.39602
"Lafayette-West Lafayette, IN4br",219.3221289,38413.7024
"Lake Charles, LA_Overall",239.6256172,20847.715
"Lake Charles, LA_Studio",231.4499556,14385.17456
"Lake Charles, LA1br",221.9464483,11042.7622
"Lake Charles, LA2br",238.7944084,20073.49435
"Lake Charles, LA3br",245.2678048,25960.69068
"Lake Charles, LA4br",246.027918,36734.29343
"Lakeland-Winter Haven, FL_Overall",219.4904905,24245.27294
"Lakeland-Winter Haven, FL_Studio",215.2558584,19383.80694
"Lakeland-Winter Haven, FL1br",197.0304914,13525.07286
"Lakeland-Winter Haven, FL2br",216.8929957,20921.75159
"Lakeland-Winter Haven, FL3br",228.586882,32936.73492
"Lakeland-Winter Haven, FL4br",235.7006876,58519.5802
"Lansing-East Lansing, MI_Overall",179.2964937,17267.59989
"Lansing-East Lansing, MI_Studio",166.3955637,14525.44556
"Lansing-East Lansing, MI1br",169.1695048,11852.51281
"Lansing-East Lansing, MI2br",178.3845978,18236.9886
"Lansing-East Lansing, MI3br",178.5030656,29169.54883
"Lansing-East Lansing, MI4br",183.2613447,33328.07735
"Las Vegas-Henderson-Paradise, NV_Overall",212.0458244,28393.23957
"Las Vegas-Henderson-Paradise, NV_Studio",178.4375595,12503.79303
"Las Vegas-Henderson-Paradise, NV1br",186.9774673,16950.40135
"Las Vegas-Henderson-Paradise, NV2br",195.5824763,24182.55668
"Las Vegas-Henderson-Paradise, NV3br",225.183693,42518.50593
"Las Vegas-Henderson-Paradise, NV4br",235.2052718,61745.99521
"Lawton, OK_Overall",225.6317611,17924.60219
"Lawton, OK_Studio",213.3867142,8789.715886
"Lawton, OK1br",210.8028658,7982.371724
"Lawton, OK2br",225.8172872,14298.66348
"Lawton, OK3br",235.6808056,25987.57088
"Lawton, OK4br",252.1084529,36665.24307
"Lexington-Fayette, KY_Overall",191.4088751,24169.84986
"Lexington-Fayette, KY_Studio",170.80632,10601.86554
"Lexington-Fayette, KY1br",178.9355134,15141.19818
"Lexington-Fayette, KY2br",191.0971282,22270.04563
"Lexington-Fayette, KY3br",202.1596417,36709.58718
"Lexington-Fayette, KY4br",214.704085,58521.19542
"Lincoln, NE_Overall",190.8560168,16368.95662
"Lincoln, NE_Studio",173.9111043,8364.044063
"Lincoln, NE1br",182.6158808,10868.25244
"Lincoln, NE2br",189.4343319,17101.51537
"Lincoln, NE3br",205.7487576,26903.62378
"Lincoln, NE4br",213.3525841,36748.32932
"Little Rock-North Little Rock-Conway, AR_Overall",200.7840752,17526.51335
"Little Rock-North Little Rock-Conway, AR_Studio",185.3982931,10034.56762
"Little Rock-North Little Rock-Conway, AR1br",191.8757709,12471.15928
"Little Rock-North Little Rock-Conway, AR2br",199.1871011,16151.7535
"Little Rock-North Little Rock-Conway, AR3br",210.040645,24673.78174
"Little Rock-North Little Rock-Conway, AR4br",222.8741174,38461.85121
"Los Angeles-Long Beach-Anaheim, CA_Overall",188.0774118,94033.31406
"Los Angeles-Long Beach-Anaheim, CA_Studio",169.3427663,50327.95896
"Los Angeles-Long Beach-Anaheim, CA1br",175.9021428,64084.35155
"Los Angeles-Long Beach-Anaheim, CA2br",193.3705728,109157.1488
"Los Angeles-Long Beach-Anaheim, CA3br",201.8197842,163317.3939
"Los Angeles-Long Beach-Anaheim, CA4br",222.6567315,210147.337
"Louisville-Jefferson County, KY-IN_Overall",188.2378857,20192.67088
"Louisville-Jefferson County, KY-IN_Studio",169.4828726,9741.435188
"Louisville-Jefferson County, KY-IN1br",178.0040012,12940.60245
"Louisville-Jefferson County, KY-IN2br",188.9325894,20270.23928
"Louisville-Jefferson County, KY-IN3br",200.7598265,30621.18973
"Louisville-Jefferson County, KY-IN4br",205.4362939,40480.80633
"Lubbock, TX_Overall",203.7005076,18559.4476
"Lubbock, TX_Studio",192.407542,12219.33613
"Lubbock, TX1br",182.2557278,11398.85202
"Lubbock, TX2br",193.8607655,17327.56757
"Lubbock, TX3br",206.007804,32059.746
"Lubbock, TX4br",230.3570083,48483.63138
"Madison, WI_Overall",185.2513994,29906.42402
"Madison, WI_Studio",175.7726324,17840.2798
"Madison, WI1br",180.8964982,23839.49291
"Madison, WI2br",190.838124,32775.21729
"Madison, WI3br",201.2248429,48174.95161
"Madison, WI4br",193.1698237,61317.0664
"Manchester-Nashua, NH_Overall",188.4141481,32891.66027
"Manchester-Nashua, NH_Studio",163.6958024,14809.62166
"Manchester-Nashua, NH1br",175.2999975,19896.72224
"Manchester-Nashua, NH2br",192.7590526,36386.93187
"Manchester-Nashua, NH3br",199.2793925,48036.23169
"Manchester-Nashua, NH4br",206.2302299,59934.44002
"Manhattan, KS_Overall",245.0538779,28172.85228
"Manhattan, KS_Studio",227.5775411,22358.35259
"Manhattan, KS1br",231.0154557,17185.90427
"Manhattan, KS2br",232.3688322,26734.65309
"Manhattan, KS3br",243.2912616,39434.35867
"Manhattan, KS4br",260.2619762,74525.80575
"Memphis, TN-MS-AR_Overall",188.7147367,22112.69441
"Memphis, TN-MS-AR_Studio",176.0132214,12346.77126
"Memphis, TN-MS-AR1br",180.3786799,14304.76607
"Memphis, TN-MS-AR2br",190.9964504,19188.48566
"Memphis, TN-MS-AR3br",201.198338,29587.97601
"Memphis, TN-MS-AR4br",211.7287063,40047.32105
"Miami-Fort Lauderdale-Pompano Beach, FL_Overall",200.8801712,65253.07604
"Miami-Fort Lauderdale-Pompano Beach, FL_Studio",180.9228923,31240.06133
"Miami-Fort Lauderdale-Pompano Beach, FL1br",189.9386937,41014.56462
"Miami-Fort Lauderdale-Pompano Beach, FL2br",198.2797936,68027.01909
"Miami-Fort Lauderdale-Pompano Beach, FL3br",201.8733759,113758.2237
"Miami-Fort Lauderdale-Pompano Beach, FL4br",8,1.96E+30
"Midland, TX_Overall",234.204273,20775.5635
"Midland, TX_Studio",232.518682,18765.66634
"Midland, TX1br",225.1411013,14758.07365
"Midland, TX2br",236.04458,21639.85475
"Midland, TX3br",252.599506,28754.00318
"Midland, TX4br",262.9426283,60692.48721
"Milwaukee-Waukesha, WI_Overall",156.7634904,23109.5219
"Milwaukee-Waukesha, WI_Studio",137.655399,11902.6494
"Milwaukee-Waukesha, WI1br",143.2059477,16089.44805
"Milwaukee-Waukesha, WI2br",155.6162376,24182.69197
"Milwaukee-Waukesha, WI3br",164.0344983,33727.6802
"Milwaukee-Waukesha, WI4br",169.1268768,39964.49424
"Minneapolis-St. Paul-Bloomington, MN-WI_Overall",177.1158898,35944.96961
"Minneapolis-St. Paul-Bloomington, MN-WI_Studio",160.4050384,19635.29885
"Minneapolis-St. Paul-Bloomington, MN-WI1br",166.5026203,25466.25516
"Minneapolis-St. Paul-Bloomington, MN-WI2br",177.8636324,41379.77376
"Minneapolis-St. Paul-Bloomington, MN-WI3br",190.7606769,65767.06317
"Minneapolis-St. Paul-Bloomington, MN-WI4br",145.1534085,1.05E+43
"Minot, ND_Overall",196.030544,27277.2456
"Minot, ND_Studio",178.9670749,14091.57589
"Minot, ND1br",177.6877485,14666.3406
"Minot, ND2br",195.8578476,24147.88409
"Minot, ND3br",214.9228875,48794.78537
"Minot, ND4br",230.1758177,81058.23263
"Montgomery, AL_Overall",196.5948184,24753.1369
"Montgomery, AL_Studio",177.1881367,11204.76178
"Montgomery, AL1br",182.5129093,14441.94843
"Montgomery, AL2br",196.0953979,21717.7366
"Montgomery, AL3br",202.6854169,30524.73775
"Montgomery, AL4br",217.3944793,50830.232
"Naples-Marco Island, FL_Overall",245.5401622,70664.72111
"Naples-Marco Island, FL_Studio",237.1571896,50704.99854
"Naples-Marco Island, FL1br",233.5947834,44924.19578
"Naples-Marco Island, FL2br",243.8270511,67516.24169
"Naples-Marco Island, FL3br",254.785262,99138.31036
"Naples-Marco Island, FL4br",252.4454888,116949.2365
"Nashville-Davidson--Murfreesboro--Franklin, TN_Overall",186.6015485,42677.90212
"Nashville-Davidson--Murfreesboro--Franklin, TN_Studio",190.4487564,34063.34637
"Nashville-Davidson--Murfreesboro--Franklin, TN1br",189.3070864,30911.24555
"Nashville-Davidson--Murfreesboro--Franklin, TN2br",197.4599412,40378.6663
"Nashville-Davidson--Murfreesboro--Franklin, TN3br",194.6826101,55358.34059
"Nashville-Davidson--Murfreesboro--Franklin, TN4br",208.3610369,89952.99832
"New Haven-Milford, CT_Overall",215.240848,36378.94762
"New Haven-Milford, CT_Studio",197.0718685,18318.91678
"New Haven-Milford, CT1br",206.8738583,26372.93518
"New Haven-Milford, CT2br",210.0813376,40113.72812
"New Haven-Milford, CT3br",223.7798036,50709.44942
"New Haven-Milford, CT4br",231.3390213,66661.76617
"New Orleans-Metairie, LA_Overall",221.0750768,26622.80557
"New Orleans-Metairie, LA_Studio",201.356367,13542.2215
"New Orleans-Metairie, LA1br",211.2741244,19487.3105
"New Orleans-Metairie, LA2br",221.6746367,27060.34427
"New Orleans-Metairie, LA3br",232.0376384,39445.85352
"New Orleans-Metairie, LA4br",235.4722022,62060.2618
"New York-Newark-Jersey City, NY-NJ-PA_Overall",214.5265062,76088.76751
"New York-Newark-Jersey City, NY-NJ-PA_Studio",206.2639512,53780.153
"New York-Newark-Jersey City, NY-NJ-PA1br",201.4689845,64356.69695
"New York-Newark-Jersey City, NY-NJ-PA2br",217.1742136,80789.95592
"New York-Newark-Jersey City, NY-NJ-PA3br",224.4150092,107620.2684
"New York-Newark-Jersey City, NY-NJ-PA4br",223.0086406,144406.7168
"North Port-Sarasota-Bradenton, FL_Overall",230.9867136,57341.4838
"North Port-Sarasota-Bradenton, FL_Studio",225.1810561,45828.85018
"North Port-Sarasota-Bradenton, FL1br",216.3750691,35772.57566
"North Port-Sarasota-Bradenton, FL2br",227.70973,53542.96693
"North Port-Sarasota-Bradenton, FL3br",239.1733431,82159.7506
"North Port-Sarasota-Bradenton, FL4br",249.5408899,118478.0764
"Odessa, TX_Overall",234.8292344,9278.247809
"Odessa, TX_Studio",227.6327721,7184.553298
"Odessa, TX1br",219.7737163,5659.637256
"Odessa, TX2br",239.3196007,10797.5041
"Odessa, TX3br",242.7217363,12578.67322
"Odessa, TX4br",253.2464493,17627.07448
"Ogden-Clearfield, UT_Overall",213.4406257,30181.06113
"Ogden-Clearfield, UT_Studio",192.6799232,17392.63486
"Ogden-Clearfield, UT1br",195.3922287,17226.63472
"Ogden-Clearfield, UT2br",207.5153159,25134.38838
"Ogden-Clearfield, UT3br",222.8393335,42294.88581
"Ogden-Clearfield, UT4br",227.2604508,68620.05467
"Oklahoma City, OK_Overall",170.5966474,19873.94328
"Oklahoma City, OK_Studio",154.5862833,11973.39062
"Oklahoma City, OK1br",156.1472873,12289.08656
"Oklahoma City, OK2br",167.1733763,19356.47026
"Oklahoma City, OK3br",177.4751003,27880.87027
"Oklahoma City, OK4br",177.4581629,40797.02281
"Olympia-Lacey-Tumwater, WA_Overall",230.1710596,40114.89796
"Olympia-Lacey-Tumwater, WA_Studio",215.2143686,23689.32013
"Olympia-Lacey-Tumwater, WA1br",224.3192036,24295.04295
"Olympia-Lacey-Tumwater, WA2br",233.9047136,33697.59491
"Olympia-Lacey-Tumwater, WA3br",249.8745131,58784.57107
"Olympia-Lacey-Tumwater, WA4br",260.9311075,88705.79763
"Omaha-Council Bluffs, NE-IA_Overall",157.7610928,21826.97259
"Omaha-Council Bluffs, NE-IA_Studio",148.8083161,13407.27468
"Omaha-Council Bluffs, NE-IA1br",149.7970554,15201.06287
"Omaha-Council Bluffs, NE-IA2br",163.9805062,22828.34826
"Omaha-Council Bluffs, NE-IA3br",180.18754,37490.57693
"Omaha-Council Bluffs, NE-IA4br",176.0193489,45385.38961
"Orlando-Kissimmee-Sanford, FL_Overall",192.2513945,46142.94289
"Orlando-Kissimmee-Sanford, FL_Studio",183.70912,28415.17532
"Orlando-Kissimmee-Sanford, FL1br",183.7444397,30806.96744
"Orlando-Kissimmee-Sanford, FL2br",191.140657,42089.13076
"Orlando-Kissimmee-Sanford, FL3br",195.5524681,8.67E+74
"Orlando-Kissimmee-Sanford, FL4br",10,2.01E+53
"Oxnard-Thousand Oaks-Ventura, CA_Overall",234.393916,87610.41887
"Oxnard-Thousand Oaks-Ventura, CA_Studio",214.9994075,44499.80332
"Oxnard-Thousand Oaks-Ventura, CA1br",220.0082156,52509.36228
"Oxnard-Thousand Oaks-Ventura, CA2br",231.8779248,82125.0153
"Oxnard-Thousand Oaks-Ventura, CA3br",245.9754803,131838.1206
"Oxnard-Thousand Oaks-Ventura, CA4br",255.7182467,183277.79
"Palm Bay-Melbourne-Titusville, FL_Overall",208.7918843,34676.40674
"Palm Bay-Melbourne-Titusville, FL_Studio",187.9003465,15037.71448
"Palm Bay-Melbourne-Titusville, FL1br",196.7264978,21388.61123
"Palm Bay-Melbourne-Titusville, FL2br",208.2409282,31177.2277
"Palm Bay-Melbourne-Titusville, FL3br",219.9673177,48118.49364
"Palm Bay-Melbourne-Titusville, FL4br",227.6221202,68626.54006
"Panama City, FL_Overall",251.1112224,29503.16341
"Panama City, FL_Studio",236.7440748,17261.49263
"Panama City, FL1br",247.3267413,18140.2018
"Panama City, FL2br",247.8532835,26618.88221
"Panama City, FL3br",260.6316488,42952.56946
"Panama City, FL4br",273.1484093,67799.5111
"Pensacola-Ferry Pass-Brent, FL_Overall",210.3572518,41632.22041
"Pensacola-Ferry Pass-Brent, FL_Studio",193.1861352,22375.25776
"Pensacola-Ferry Pass-Brent, FL1br",198.2458615,24869.78695
"Pensacola-Ferry Pass-Brent, FL2br",204.9154821,34060.31327
"Pensacola-Ferry Pass-Brent, FL3br",218.5543404,56103.77549
"Pensacola-Ferry Pass-Brent, FL4br",233.2730606,98358.29388
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD_Overall",183.7178638,36264.24135
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD_Studio",171.8637849,21428.12512
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD1br",172.8214884,27852.06169
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD2br",187.5186283,40656.46575
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD3br",189.7237036,47631.76272
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD4br",203.9333352,72443.4086
"Phoenix-Mesa-Chandler, AZ_Overall",194.7098389,31754.0706
"Phoenix-Mesa-Chandler, AZ_Studio",180.644311,18537.02535
"Phoenix-Mesa-Chandler, AZ1br",181.6593679,19614.33735
"Phoenix-Mesa-Chandler, AZ2br",182.8447835,29959.25993
"Phoenix-Mesa-Chandler, AZ3br",190.6667456,48550.79875
"Phoenix-Mesa-Chandler, AZ4br",200.4317585,63607.39181
"Pittsburgh, PA_Overall",170.4935733,20513.16373
"Pittsburgh, PA_Studio",160.257125,14764.5275
"Pittsburgh, PA1br",162.0737247,13552.28908
"Pittsburgh, PA2br",179.5434787,21976.11976
"Pittsburgh, PA3br",187.8014025,29079.84313
"Pittsburgh, PA4br",184.4346173,34353.26435
"Portland-Vancouver-Hillsboro, OR-WA_Overall",194.1931053,52800.37383
"Portland-Vancouver-Hillsboro, OR-WA_Studio",181.0248855,33473.78435
"Portland-Vancouver-Hillsboro, OR-WA1br",187.8785086,39081.5583
"Portland-Vancouver-Hillsboro, OR-WA2br",203.151847,49619.70101
"Portland-Vancouver-Hillsboro, OR-WA3br",206.3769655,83529.02736
"Portland-Vancouver-Hillsboro, OR-WA4br",229.2665029,114344.5463
"Port St. Lucie, FL_Overall",231.0875334,56161.23005
"Port St. Lucie, FL_Studio",219.9717377,38268.01156
"Port St. Lucie, FL1br",212.5703107,30321.88953
"Port St. Lucie, FL2br",226.6721205,49479.1426
"Port St. Lucie, FL3br",238.7617389,73839.8461
"Port St. Lucie, FL4br",249.1173349,104920.1601
"Providence-Warwick, RI-MA_Overall",214.5689821,25271.06809
"Providence-Warwick, RI-MA_Studio",196.4572721,12646.10345
"Providence-Warwick, RI-MA1br",201.9177291,16116.36231
"Providence-Warwick, RI-MA2br",216.513005,28087.38491
"Providence-Warwick, RI-MA3br",223.0714522,33754.11683
"Providence-Warwick, RI-MA4br",234.5394246,53195.27881
"Provo-Orem, UT_Overall",192.8239894,32427.0737
"Provo-Orem, UT_Studio",182.4983957,22534.18816
"Provo-Orem, UT1br",178.968121,19045.31375
"Provo-Orem, UT2br",184.8839748,24918.13868
"Provo-Orem, UT3br",202.4924586,45253.5863
"Provo-Orem, UT4br",211.9012658,65585.77564
"Raleigh-Cary, NC_Overall",178.6660728,36542.35266
"Raleigh-Cary, NC_Studio",164.5454291,24225.94575
"Raleigh-Cary, NC1br",172.9919668,27548.05283
"Raleigh-Cary, NC2br",171.6908576,35149.7685
"Raleigh-Cary, NC3br",190.8864955,45149.29103
"Raleigh-Cary, NC4br",206.6277551,80548.25063
"Reno, NV_Overall",217.5665054,29759.86017
"Reno, NV_Studio",189.9114621,11577.06128
"Reno, NV1br",203.8010651,18274.72437
"Reno, NV2br",217.5571543,29319.17139
"Reno, NV3br",232.7248288,54463.89701
"Reno, NV4br",243.5945201,78505.32261
"Richmond, VA_Overall",186.150516,32271.07304
"Richmond, VA_Studio",170.7930789,23490.14
"Richmond, VA1br",171.0353161,23038.18531
"Richmond, VA2br",183.5254378,29778.75778
"Richmond, VA3br",189.395289,44881.41459
"Richmond, VA4br",203.5779868,67013.17391
"Riverside-San Bernardino-Ontario, CA_Overall",203.8367552,52440.63343
"Riverside-San Bernardino-Ontario, CA_Studio",181.1334449,25040.85917
"Riverside-San Bernardino-Ontario, CA1br",184.5039046,28457.65899
"Riverside-San Bernardino-Ontario, CA2br",198.8694997,45333.62327
"Riverside-San Bernardino-Ontario, CA3br",212.5513167,71174.08949
"Riverside-San Bernardino-Ontario, CA4br",223.3426596,112739.1681
"Roanoke, VA_Overall",213.4516556,18978.48358
"Roanoke, VA_Studio",194.0379935,10199.48075
"Roanoke, VA1br",196.8182657,10663.5753
"Roanoke, VA2br",208.1627366,18368.16329
"Roanoke, VA3br",223.1161191,26076.7039
"Roanoke, VA4br",229.8195895,34709.04441
"Rochester, MN_Overall",202.856904,22934.13703
"Rochester, MN_Studio",192.0248442,11390.98432
"Rochester, MN1br",192.8857353,15186.45912
"Rochester, MN2br",204.0227615,23664.69887
"Rochester, MN3br",219.1418629,40874.52738
"Rochester, MN4br",229.7223208,61079.91749
"Rochester, NY_Overall",202.8641114,18596.30354
"Rochester, NY_Studio",184.9779387,10046.74213
"Rochester, NY1br",182.2130395,14594.88307
"Rochester, NY2br",206.9082167,20961.49229
"Rochester, NY3br",211.0449241,24949.53665
"Rochester, NY4br",215.1333091,30559.64909
"Sacramento-Roseville-Folsom, CA_Overall",215.1001255,51986.77458
"Sacramento-Roseville-Folsom, CA_Studio",197.007207,25625.38274
"Sacramento-Roseville-Folsom, CA1br",196.6264042,29074.73731
"Sacramento-Roseville-Folsom, CA2br",213.0917326,47677.68359
"Sacramento-Roseville-Folsom, CA3br",227.744257,84823.04917
"Sacramento-Roseville-Folsom, CA4br",238.3535922,119487.3083
"St. Cloud, MN_Overall",182.5921086,17207.41512
"St. Cloud, MN_Studio",169.9123993,10875.02097
"St. Cloud, MN1br",170.6997659,11789.85187
"St. Cloud, MN2br",183.9535364,18281.97783
"St. Cloud, MN3br",196.5059079,29629.83857
"St. Cloud, MN4br",198.4788821,35004.50607
"St. Louis, MO-IL_Overall",181.065901,22874.44584
"St. Louis, MO-IL_Studio",163.5026745,12955.02395
"St. Louis, MO-IL1br",167.2213,14395.73683
"St. Louis, MO-IL2br",178.4812443,35601.91813
"St. Louis, MO-IL3br",188.3063816,34768.63748
"St. Louis, MO-IL4br",193.8864289,45516.83592
"Salem, OR_Overall",196.7458144,27686.20861
"Salem, OR_Studio",185.8224831,19407.80324
"Salem, OR1br",177.5261148,14519.96203
"Salem, OR2br",194.3086785,25193.14544
"Salem, OR3br",209.6354546,45602.22649
"Salem, OR4br",215.9799491,61254.65402
"Salinas, CA_Overall",247.4559915,64390.03661
"Salinas, CA_Studio",224.7007455,46091.07387
"Salinas, CA1br",225.2526172,42625.57199
"Salinas, CA2br",233.767591,66892.67705
"Salinas, CA3br",250.9369388,109181.4028
"Salinas, CA4br",266.3677195,127125.0157
"Salt Lake City, UT_Overall",200.2503316,33110.46634
"Salt Lake City, UT_Studio",179.6746693,15872.4355
"Salt Lake City, UT1br",189.6924365,21496.82754
"Salt Lake City, UT2br",197.4244782,31011.17795
"Salt Lake City, UT3br",205.8635212,52325.72835
"Salt Lake City, UT4br",209.0199333,63637.12427
"San Antonio-New Braunfels, TX_Overall",172.2783182,32963.42758
"San Antonio-New Braunfels, TX_Studio",150.8429498,18288.62968
"San Antonio-New Braunfels, TX1br",162.0167438,23325.22751
"San Antonio-New Braunfels, TX2br",175.3112752,33168.28907
"San Antonio-New Braunfels, TX3br",182.9831326,50153.59823
"San Antonio-New Braunfels, TX4br",194.8641114,81273.03304
"San Diego-Chula Vista-Carlsbad, CA_Overall",214.2782354,83745.73456
"San Diego-Chula Vista-Carlsbad, CA_Studio",199.2942955,42600.6767
"San Diego-Chula Vista-Carlsbad, CA1br",204.6343649,50732.05992
"San Diego-Chula Vista-Carlsbad, CA2br",220.9093941,85074.87858
"San Diego-Chula Vista-Carlsbad, CA3br",233.0385723,138873.6617
"San Diego-Chula Vista-Carlsbad, CA4br",244.3051135,210270.8769
"San Francisco-Oakland-Berkeley, CA_Overall",216.0580674,143532.5114
"San Francisco-Oakland-Berkeley, CA_Studio",204.9431245,64567.38807
"San Francisco-Oakland-Berkeley, CA1br",212.6171054,113788.1841
"San Francisco-Oakland-Berkeley, CA2br",225.8382802,152072.1711
"San Francisco-Oakland-Berkeley, CA3br",229.1135586,215689.8139
"San Francisco-Oakland-Berkeley, CA4br",245.2743916,283700.3609
"San Jose-Sunnyvale-Santa Clara, CA_Overall",235.8394394,155057.6756
"San Jose-Sunnyvale-Santa Clara, CA_Studio",221.9639788,90253.07194
"San Jose-Sunnyvale-Santa Clara, CA1br",228.5526674,117102.1088
"San Jose-Sunnyvale-Santa Clara, CA2br",236.5165425,160679.1438
"San Jose-Sunnyvale-Santa Clara, CA3br",253.0730046,217036.3096
"San Jose-Sunnyvale-Santa Clara, CA4br",253.7005847,298797.6475
"Santa Rosa-Petaluma, CA_Overall",207.7210027,85658.84307
"Santa Rosa-Petaluma, CA_Studio",188.8418288,36603.242
"Santa Rosa-Petaluma, CA1br",199.9540673,48154.228
"Santa Rosa-Petaluma, CA2br",214.7150663,84577.38862
"Santa Rosa-Petaluma, CA3br",230.5957296,143133.2653
"Santa Rosa-Petaluma, CA4br",236.0522208,177959.1964
"Savannah, GA_Overall",212.1815214,28282.81869
"Savannah, GA_Studio",199.8843912,19574.78646
"Savannah, GA1br",201.3095071,20220.86883
"Savannah, GA2br",209.5198248,23990.67865
"Savannah, GA3br",221.5478603,39244.59975
"Savannah, GA4br",230.3840331,55798.90332
"Seattle-Tacoma-Bellevue, WA_Overall",211.9660037,74128.48239
"Seattle-Tacoma-Bellevue, WA_Studio",209.0754262,46244.11518
"Seattle-Tacoma-Bellevue, WA1br",203.2958136,50599.39762
"Seattle-Tacoma-Bellevue, WA2br",209.0821148,73804.09012
"Seattle-Tacoma-Bellevue, WA3br",220.8162108,113509.5143
"Seattle-Tacoma-Bellevue, WA4br",238.711601,140079.9527
"Shreveport-Bossier City, LA_Overall",190.9333676,20778.89784
"Shreveport-Bossier City, LA_Studio",172.8246131,8502.382083
"Shreveport-Bossier City, LA1br",183.4813207,11309.98158
"Shreveport-Bossier City, LA2br",190.0857243,16022.90585
"Shreveport-Bossier City, LA3br",199.1549056,22245.35717
"Shreveport-Bossier City, LA4br",210.8716198,28926.3587
"Sioux Falls, SD_Overall",161.2292424,21092.52582
"Sioux Falls, SD_Studio",152.9042987,15278.86879
"Sioux Falls, SD1br",157.8652223,14715.52852
"Sioux Falls, SD2br",167.2554612,21810.41013
"Sioux Falls, SD3br",179.5915208,32728.99858
"Sioux Falls, SD4br",191.3459509,55013.27645
"South Bend-Mishawaka, IN-MI_Overall",220.3266058,14056.82031
"South Bend-Mishawaka, IN-MI_Studio",193.2696508,7414.611735
"South Bend-Mishawaka, IN-MI1br",202.3392977,10706.56405
"South Bend-Mishawaka, IN-MI2br",215.8931836,16158.47502
"South Bend-Mishawaka, IN-MI3br",224.0394896,22885.88547
"South Bend-Mishawaka, IN-MI4br",223.4147192,22927.20914
"Spartanburg, SC_Overall",203.3037225,17285.11691
"Spartanburg, SC_Studio",204.448303,15676.84029
"Spartanburg, SC1br",196.6676948,11338.21122
"Spartanburg, SC2br",197.7322806,18681.28151
"Spartanburg, SC3br",214.9814079,23054.99134
"Spartanburg, SC4br",212.457352,25004.47873
"Spokane-Spokane Valley, WA_Overall",204.795973,25631.0538
"Spokane-Spokane Valley, WA_Studio",183.9860805,11626.87913
"Spokane-Spokane Valley, WA1br",189.9233261,14225.28114
"Spokane-Spokane Valley, WA2br",206.2969337,25001.51669
"Spokane-Spokane Valley, WA3br",221.120939,41557.72437
"Spokane-Spokane Valley, WA4br",229.5464569,58000.7319
"Springfield, MO_Overall",190.8853996,13662.7938
"Springfield, MO_Studio",173.0762844,8972.718963
"Springfield, MO1br",172.0282502,7629.555614
"Springfield, MO2br",184.89745,12966.32037
"Springfield, MO3br",198.284016,22203.09564
"Springfield, MO4br",208.1917803,28070.43962
"Syracuse, NY_Overall",245.8506708,17549.97107
"Syracuse, NY_Studio",10,1.66E+101
"Syracuse, NY1br",228.7546116,11396.05379
"Syracuse, NY2br",247.8697347,18925.94799
"Syracuse, NY3br",8,1.97E+218
"Syracuse, NY4br",8,5.60E+118
"Tallahassee, FL_Overall",240.437484,28678.66801
"Tallahassee, FL_Studio",225.9704216,16670.12262
"Tallahassee, FL1br",229.8946958,19684.17498
"Tallahassee, FL2br",238.5543713,26780.94826
