name,min_AIC,MSE
"_Overall_Los Angeles-Long Beach-Anaheim, CA",188.0774117902519,94033.31405875341
"_Studio_Los Angeles-Long Beach-Anaheim, CA",169.3427662959872,50327.958955743525
"1br_Los Angeles-Long Beach-Anaheim, CA",175.90214284313353,64084.351550462314
"2br_Los Angeles-Long Beach-Anaheim, CA",193.37057281881866,109157.14883149153
"3br_Los Angeles-Long Beach-Anaheim, CA",201.8197842282824,163317.3938878074
"4br_Los Angeles-Long Beach-Anaheim, CA",222.65673151044547,210147.33698402342
